Timestamp,ATM IV
2024-07-14T01:24:46.843344,51.38
2024-07-14T01:24:46.884488,51.38
2024-07-14T01:24:48.195227,51.38
2024-07-14T01:24:48.376204,51.38
2024-07-14T01:24:48.415395,51.38
2024-07-14T01:24:49.824483,51.38
2024-07-14T01:24:50.029464,51.38
2024-07-14T01:24:50.068047,51.38
2024-07-14T01:24:51.345558,51.38
2024-07-14T01:24:51.635106,51.38
2024-07-14T01:24:51.675508,51.38
2024-07-14T01:24:52.978860,51.38
2024-07-14T01:24:53.286786,51.38
2024-07-14T01:24:53.318444,51.38
2024-07-14T01:24:54.387048,51.38
2024-07-14T01:24:54.803295,51.38
2024-07-14T01:24:54.838040,51.38
2024-07-14T01:24:55.823184,51.37
2024-07-14T01:24:56.300982,51.37
2024-07-14T01:24:56.354014,51.37
2024-07-14T01:24:57.250148,51.37
2024-07-14T01:24:57.800261,51.37
2024-07-14T01:24:57.846076,51.37
2024-07-14T01:24:58.702119,51.37
2024-07-14T01:24:59.296093,51.37
2024-07-14T01:24:59.338208,51.37
2024-07-14T01:25:00.154614,51.37
2024-07-14T01:25:00.840937,51.36
2024-07-14T01:25:00.872966,51.36
2024-07-14T01:25:01.614191,51.36
2024-07-14T01:25:02.455864,51.36
2024-07-14T01:25:02.483534,51.36
2024-07-14T01:25:03.172229,51.36
2024-07-14T01:25:04.023198,51.36
2024-07-14T01:25:04.071979,51.36
2024-07-14T01:25:04.644269,51.36
2024-07-14T01:25:05.513115,51.36
2024-07-14T01:25:05.559478,51.36
2024-07-14T01:25:06.107138,51.36
2024-07-14T01:25:07.022286,51.36
2024-07-14T01:25:07.070320,51.36
2024-07-14T01:25:07.574276,51.36
2024-07-14T01:25:08.557409,51.36
2024-07-14T01:25:08.651603,51.36
2024-07-14T01:25:09.064677,51.35
2024-07-14T01:25:10.099346,51.36
2024-07-14T01:25:10.210047,51.36
2024-07-14T01:25:10.692787,51.36
2024-07-14T01:25:11.573220,51.36
2024-07-14T01:25:11.696262,51.36
2024-07-14T01:25:12.083913,51.37
2024-07-14T01:25:13.096594,51.37
2024-07-14T01:25:13.263844,51.37
2024-07-14T01:25:13.545987,51.37
2024-07-14T01:25:14.639948,51.37
2024-07-14T01:25:14.833538,51.37
2024-07-14T01:25:15.025075,51.37
2024-07-14T01:25:16.277230,51.38
2024-07-14T01:25:16.454241,51.38
2024-07-14T01:25:16.562630,51.38
2024-07-14T01:25:17.799275,51.38
2024-07-14T01:25:18.076963,51.39
2024-07-14T01:25:18.142959,51.39
2024-07-14T01:25:19.526324,51.39
2024-07-14T01:25:19.684955,51.39
2024-07-14T01:25:19.770899,51.39
2024-07-14T01:25:21.114295,51.39
2024-07-14T01:25:21.277309,51.39
2024-07-14T01:25:21.312096,51.39
2024-07-14T01:25:22.659910,51.39
2024-07-14T01:25:22.816972,51.39
2024-07-14T01:25:22.857749,51.39
2024-07-14T01:25:24.206432,51.39
2024-07-14T01:25:24.381954,51.39
2024-07-14T01:25:24.407934,51.39
2024-07-14T01:25:25.694500,51.39
2024-07-14T01:25:25.913188,51.39
2024-07-14T01:25:25.952997,51.39
2024-07-14T01:25:27.207882,51.38
2024-07-14T01:25:27.672948,51.38
2024-07-14T01:25:27.686692,51.38
2024-07-14T01:25:28.816165,51.38
2024-07-14T01:25:29.217446,51.38
2024-07-14T01:25:29.257931,51.38
2024-07-14T01:25:30.309007,51.38
2024-07-14T01:25:30.857575,51.38
2024-07-14T01:25:30.859279,51.38
2024-07-14T01:25:31.725381,51.38
2024-07-14T01:25:32.469568,51.38
2024-07-14T01:25:32.477266,51.38
2024-07-14T01:25:33.135145,51.38
2024-07-14T01:25:34.001653,51.38
2024-07-14T01:25:34.010455,51.38
2024-07-14T01:25:34.595399,51.38
2024-07-14T01:25:35.548574,51.38
2024-07-14T01:25:35.559381,51.38
2024-07-14T01:25:35.982417,51.38
2024-07-14T01:25:37.158028,51.38
2024-07-14T01:25:37.218277,51.38
2024-07-14T01:25:37.535284,51.38
2024-07-14T01:25:38.809318,51.38
2024-07-14T01:25:38.907938,51.38
2024-07-14T01:25:39.094598,51.38
2024-07-14T01:25:40.495623,51.39
2024-07-14T01:25:40.561728,51.39
2024-07-14T01:25:40.689498,51.39
2024-07-14T01:25:42.162274,51.39
2024-07-14T01:25:42.261711,51.39
2024-07-14T01:25:42.356817,51.39
2024-07-14T01:25:43.821782,51.39
2024-07-14T01:25:43.971671,51.39
2024-07-14T01:25:44.017876,51.39
2024-07-14T01:25:45.438091,51.4
2024-07-14T01:25:45.567068,51.4
2024-07-14T01:25:45.617452,51.4
2024-07-14T01:25:47.148907,51.4
2024-07-14T01:25:47.273118,51.4
2024-07-14T01:25:47.308939,51.4
2024-07-14T01:25:48.856998,51.41
2024-07-14T01:25:48.958313,51.41
2024-07-14T01:25:48.996256,51.41
2024-07-14T01:25:50.481366,51.41
2024-07-14T01:25:50.576916,51.41
2024-07-14T01:25:50.585936,51.41
2024-07-14T01:25:52.051683,51.41
2024-07-14T01:25:52.169674,51.42
2024-07-14T01:25:52.177333,51.42
2024-07-14T01:25:53.696498,51.42
2024-07-14T01:25:53.875967,51.42
2024-07-14T01:25:53.937402,51.42
2024-07-14T01:25:55.343569,51.42
2024-07-14T01:25:55.562754,51.42
2024-07-14T01:25:55.590315,51.42
2024-07-14T01:25:57.000782,51.43
2024-07-14T01:25:57.190321,51.43
2024-07-14T01:25:57.240190,51.43
2024-07-14T01:25:58.532340,51.43
2024-07-14T01:25:58.764348,51.43
2024-07-14T01:25:58.817793,51.43
2024-07-14T01:26:00.159033,51.43
2024-07-14T01:26:00.438585,51.43
2024-07-14T01:26:00.498462,51.43
2024-07-14T01:26:01.748678,51.44
2024-07-14T01:26:02.078288,51.44
2024-07-14T01:26:02.112316,51.44
2024-07-14T01:26:03.248579,51.44
2024-07-14T01:26:03.610345,51.44
2024-07-14T01:26:03.632738,51.44
2024-07-14T01:26:04.659068,51.44
2024-07-14T01:26:05.076168,51.44
2024-07-14T01:26:05.099459,51.44
2024-07-14T01:26:06.057921,51.45
2024-07-14T01:26:06.645105,51.45
2024-07-14T01:26:06.674941,51.45
2024-07-14T01:26:07.566487,51.45
2024-07-14T01:26:08.166546,51.45
2024-07-14T01:26:08.196038,51.45
2024-07-14T01:26:08.987358,51.45
2024-07-14T01:26:09.728053,51.45
2024-07-14T01:26:09.766169,51.45
2024-07-14T01:26:10.472205,51.46
2024-07-14T01:26:11.324133,51.45
2024-07-14T01:26:11.351711,51.45
2024-07-14T01:26:11.948867,51.45
2024-07-14T01:26:12.940475,51.46
2024-07-14T01:26:12.956944,51.46
2024-07-14T01:26:13.443177,51.46
2024-07-14T01:26:14.589896,51.46
2024-07-14T01:26:14.625514,51.46
2024-07-14T01:26:15.124584,51.46
2024-07-14T01:26:16.162285,51.46
2024-07-14T01:26:16.231520,51.46
2024-07-14T01:26:16.727076,51.46
2024-07-14T01:26:17.692306,51.46
2024-07-14T01:26:17.768500,51.46
2024-07-14T01:26:18.168798,51.46
2024-07-14T01:26:19.341130,51.46
2024-07-14T01:26:19.385427,51.46
2024-07-14T01:26:19.629542,51.46
2024-07-14T01:26:20.899472,51.46
2024-07-14T01:26:20.939664,51.46
2024-07-14T01:26:21.169013,51.46
2024-07-14T01:26:22.518274,51.46
2024-07-14T01:26:22.543404,51.46
2024-07-14T01:26:22.721075,51.46
2024-07-14T01:26:24.236845,51.46
2024-07-14T01:26:24.303826,51.46
2024-07-14T01:26:24.391947,51.46
2024-07-14T01:26:25.963699,51.46
2024-07-14T01:26:26.101676,51.46
2024-07-14T01:26:26.109467,51.46
2024-07-14T01:26:27.645973,51.46
2024-07-14T01:26:27.784801,51.46
2024-07-14T01:26:27.836501,51.46
2024-07-14T01:26:29.293292,51.46
2024-07-14T01:26:29.420193,51.46
2024-07-14T01:26:29.465549,51.46
2024-07-14T01:26:30.898147,51.46
2024-07-14T01:26:31.058836,51.46
2024-07-14T01:26:31.082186,51.46
2024-07-14T01:26:32.491339,51.46
2024-07-14T01:26:32.696769,51.46
2024-07-14T01:26:32.733687,51.46
2024-07-14T01:26:34.030429,51.46
2024-07-14T01:26:34.253926,51.46
2024-07-14T01:26:34.308429,51.46
2024-07-14T01:26:35.732138,51.46
2024-07-14T01:26:35.933875,51.46
2024-07-14T01:26:35.963099,51.46
2024-07-14T01:26:37.391641,51.46
2024-07-14T01:26:37.598698,51.46
2024-07-14T01:26:37.652513,51.46
2024-07-14T01:26:38.930482,51.46
2024-07-14T01:26:39.209342,51.46
2024-07-14T01:26:39.230619,51.46
2024-07-14T01:26:40.424123,51.46
2024-07-14T01:26:40.979166,51.46
2024-07-14T01:26:40.987824,51.46
2024-07-14T01:26:41.897958,51.46
2024-07-14T01:26:42.625433,51.46
2024-07-14T01:26:42.634332,51.46
2024-07-14T01:26:43.379316,51.46
2024-07-14T01:26:44.139039,51.46
2024-07-14T01:26:44.170890,51.46
2024-07-14T01:26:44.874549,51.46
2024-07-14T01:26:45.636506,51.46
2024-07-14T01:26:45.654378,51.46
2024-07-14T01:26:46.337704,51.46
2024-07-14T01:26:47.218793,51.46
2024-07-14T01:26:47.230857,51.46
2024-07-14T01:26:47.859206,51.46
2024-07-14T01:26:48.808289,51.45
2024-07-14T01:26:48.818251,51.45
2024-07-14T01:26:49.346738,51.45
2024-07-14T01:26:50.518493,51.45
2024-07-14T01:26:50.571062,51.46
2024-07-14T01:26:50.866285,51.46
2024-07-14T01:26:52.171770,51.46
2024-07-14T01:26:52.221976,51.46
2024-07-14T01:26:52.444103,51.46
2024-07-14T01:26:53.955879,51.46
2024-07-14T01:26:54.012921,51.46
2024-07-14T01:26:54.143284,51.46
2024-07-14T01:26:55.722720,51.46
2024-07-14T01:26:55.729441,51.46
2024-07-14T01:26:55.850033,51.46
2024-07-14T01:26:57.359533,51.46
2024-07-14T01:26:57.429410,51.46
2024-07-14T01:26:57.467171,51.46
2024-07-14T01:26:58.988495,51.45
2024-07-14T01:26:59.110601,51.45
2024-07-14T01:26:59.156622,51.45
2024-07-14T01:27:00.800557,51.46
2024-07-14T01:27:00.830566,51.46
2024-07-14T01:27:00.861610,51.46
2024-07-14T01:27:02.567124,51.46
2024-07-14T01:27:02.602078,51.46
2024-07-14T01:27:02.667958,51.46
2024-07-14T01:27:04.239144,51.46
2024-07-14T01:27:04.258014,51.46
2024-07-14T01:27:04.292834,51.46
2024-07-14T01:27:05.866358,51.46
2024-07-14T01:27:05.883112,51.46
2024-07-14T01:27:05.899095,51.46
2024-07-14T01:27:07.526765,51.46
2024-07-14T01:27:07.544563,51.46
2024-07-14T01:27:07.567417,51.46
2024-07-14T01:27:09.091616,51.46
2024-07-14T01:27:09.122033,51.46
2024-07-14T01:27:09.135283,51.46
2024-07-14T01:27:10.709946,51.46
2024-07-14T01:27:10.727477,51.46
2024-07-14T01:27:10.751795,51.46
2024-07-14T01:27:12.298415,51.46
2024-07-14T01:27:12.349766,51.46
2024-07-14T01:27:12.358306,51.46
2024-07-14T01:27:13.851934,51.46
2024-07-14T01:27:13.892400,51.46
2024-07-14T01:27:13.942995,51.46
2024-07-14T01:27:15.389382,51.45
2024-07-14T01:27:15.486004,51.45
2024-07-14T01:27:15.498604,51.45
2024-07-14T01:27:17.022965,51.45
2024-07-14T01:27:17.134925,51.45
2024-07-14T01:27:17.166076,51.45
2024-07-14T01:27:18.708710,51.45
2024-07-14T01:27:18.831818,51.45
2024-07-14T01:27:18.856116,51.45
2024-07-14T01:27:20.302450,51.45
2024-07-14T01:27:20.454682,51.45
2024-07-14T01:27:20.500618,51.45
2024-07-14T01:27:21.985267,51.44
2024-07-14T01:27:22.139827,51.44
2024-07-14T01:27:22.271380,51.44
2024-07-14T01:27:23.739626,51.44
2024-07-14T01:27:23.873067,51.44
2024-07-14T01:27:23.900053,51.44
2024-07-14T01:27:25.335113,51.44
2024-07-14T01:27:25.489717,51.44
2024-07-14T01:27:25.517891,51.44
2024-07-14T01:27:26.872742,51.44
2024-07-14T01:27:27.047141,51.44
2024-07-14T01:27:27.079733,51.44
2024-07-14T01:27:28.571487,51.44
2024-07-14T01:27:28.673054,51.44
2024-07-14T01:27:28.703814,51.44
2024-07-14T01:27:30.229821,51.44
2024-07-14T01:27:30.353807,51.44
2024-07-14T01:27:30.386087,51.44
2024-07-14T01:27:31.889195,51.44
2024-07-14T01:27:31.987366,51.44
2024-07-14T01:27:32.015715,51.44
2024-07-14T01:27:33.479692,51.45
2024-07-14T01:27:33.586757,51.45
2024-07-14T01:27:33.639329,51.45
2024-07-14T01:27:35.055565,51.45
2024-07-14T01:27:35.268059,51.45
2024-07-14T01:27:35.287016,51.45
2024-07-14T01:27:36.741847,51.45
2024-07-14T01:27:36.943879,51.45
2024-07-14T01:27:36.973973,51.45
2024-07-14T01:27:38.376122,51.46
2024-07-14T01:27:38.591365,51.46
2024-07-14T01:27:38.626217,51.46
2024-07-14T01:27:39.998142,51.46
2024-07-14T01:27:40.202194,51.46
2024-07-14T01:27:40.248862,51.46
2024-07-14T01:27:41.480147,51.46
2024-07-14T01:27:41.829277,51.46
2024-07-14T01:27:41.891839,51.46
2024-07-14T01:27:43.068159,51.46
2024-07-14T01:27:43.506888,51.46
2024-07-14T01:27:43.534397,51.46
2024-07-14T01:27:44.568491,51.46
2024-07-14T01:27:45.118781,51.46
2024-07-14T01:27:45.139709,51.46
2024-07-14T01:27:46.061687,51.46
2024-07-14T01:27:46.630603,51.47
2024-07-14T01:27:46.653474,51.47
2024-07-14T01:27:47.499173,51.47
2024-07-14T01:27:48.212553,51.47
2024-07-14T01:27:48.232146,51.47
2024-07-14T01:27:48.951312,51.47
2024-07-14T01:27:49.851477,51.47
2024-07-14T01:27:49.855178,51.47
2024-07-14T01:27:50.412247,51.47
2024-07-14T01:27:51.499776,51.48
2024-07-14T01:27:51.539277,51.48
2024-07-14T01:27:51.934052,51.48
2024-07-14T01:27:53.081398,51.48
2024-07-14T01:27:53.102018,51.48
2024-07-14T01:27:53.508791,51.48
2024-07-14T01:27:54.690383,51.48
2024-07-14T01:27:54.754319,51.48
2024-07-14T01:27:55.017651,51.48
2024-07-14T01:27:56.379641,51.49
2024-07-14T01:27:56.401170,51.49
2024-07-14T01:27:56.562307,51.49
2024-07-14T01:27:57.946589,51.49
2024-07-14T01:27:58.008043,51.49
2024-07-14T01:27:58.118066,51.49
2024-07-14T01:27:59.599363,51.49
2024-07-14T01:27:59.639337,51.49
2024-07-14T01:27:59.715698,51.49
2024-07-14T01:28:01.285198,51.5
2024-07-14T01:28:01.334527,51.5
2024-07-14T01:28:01.365723,51.5
2024-07-14T01:28:02.902728,51.5
2024-07-14T01:28:02.961416,51.5
2024-07-14T01:28:03.019371,51.5
2024-07-14T01:28:04.596534,51.5
2024-07-14T01:28:04.634795,51.5
2024-07-14T01:28:04.686266,51.5
2024-07-14T01:28:06.244231,51.5
2024-07-14T01:28:06.328879,51.5
2024-07-14T01:28:06.363143,51.5
2024-07-14T01:28:07.815997,51.5
2024-07-14T01:28:07.949853,51.5
2024-07-14T01:28:07.963846,51.5
2024-07-14T01:28:09.362092,51.5
2024-07-14T01:28:09.608337,51.5
2024-07-14T01:28:09.627900,51.5
2024-07-14T01:28:10.894708,51.5
2024-07-14T01:28:11.288129,51.5
2024-07-14T01:28:11.296951,51.5
2024-07-14T01:28:12.708833,51.49
2024-07-14T01:28:12.909090,51.49
2024-07-14T01:28:12.927959,51.49
2024-07-14T01:28:14.449612,51.49
2024-07-14T01:28:14.626427,51.49
2024-07-14T01:28:14.655878,51.49
2024-07-14T01:28:16.072947,51.49
2024-07-14T01:28:16.300969,51.49
2024-07-14T01:28:16.425787,51.49
2024-07-14T01:28:17.640496,51.49
2024-07-14T01:28:17.862051,51.49
2024-07-14T01:28:17.987060,51.49
2024-07-14T01:28:19.234615,51.49
2024-07-14T01:28:19.465596,51.49
2024-07-14T01:28:19.572655,51.49
2024-07-14T01:28:20.769259,51.49
2024-07-14T01:28:21.118037,51.49
2024-07-14T01:28:21.185180,51.49
2024-07-14T01:28:22.262861,51.49
2024-07-14T01:28:22.735383,51.49
2024-07-14T01:28:22.820130,51.49
2024-07-14T01:28:23.847126,51.49
2024-07-14T01:28:24.297182,51.49
2024-07-14T01:28:24.326852,51.49
2024-07-14T01:28:25.257799,51.49
2024-07-14T01:28:25.775767,51.49
2024-07-14T01:28:25.797776,51.49
2024-07-14T01:28:26.778063,51.49
2024-07-14T01:28:27.353472,51.49
2024-07-14T01:28:27.379290,51.49
2024-07-14T01:28:28.240127,51.49
2024-07-14T01:28:28.947059,51.49
2024-07-14T01:28:28.969980,51.49
2024-07-14T01:28:29.659253,51.49
2024-07-14T01:28:30.474130,51.49
2024-07-14T01:28:30.499578,51.49
2024-07-14T01:28:31.084592,51.49
2024-07-14T01:28:32.005294,51.49
2024-07-14T01:28:32.027253,51.49
2024-07-14T01:28:32.507644,51.49
2024-07-14T01:28:33.595529,51.49
2024-07-14T01:28:33.645385,51.49
2024-07-14T01:28:33.997476,51.49
2024-07-14T01:28:35.169776,51.48
2024-07-14T01:28:35.228408,51.48
2024-07-14T01:28:35.520965,51.48
2024-07-14T01:28:36.827349,51.48
2024-07-14T01:28:36.896613,51.48
2024-07-14T01:28:37.085182,51.48
2024-07-14T01:28:38.426396,51.48
2024-07-14T01:28:38.527631,51.48
2024-07-14T01:28:38.643873,51.48
2024-07-14T01:28:40.107656,51.48
2024-07-14T01:28:40.260657,51.48
2024-07-14T01:28:40.356385,51.48
2024-07-14T01:28:41.663950,51.48
2024-07-14T01:28:41.893857,51.48
2024-07-14T01:28:41.938093,51.48
2024-07-14T01:28:43.248516,51.48
2024-07-14T01:28:43.523387,51.48
2024-07-14T01:28:43.585466,51.48
2024-07-14T01:28:44.759006,51.48
2024-07-14T01:28:45.103376,51.48
2024-07-14T01:28:45.137677,51.48
2024-07-14T01:28:46.336037,51.47
2024-07-14T01:28:46.797387,51.47
2024-07-14T01:28:46.800960,51.47
2024-07-14T01:28:47.800437,51.47
2024-07-14T01:28:48.368859,51.47
2024-07-14T01:28:48.379586,51.47
2024-07-14T01:28:49.208655,51.48
2024-07-14T01:28:49.951294,51.48
2024-07-14T01:28:49.957778,51.48
2024-07-14T01:28:50.623393,51.48
2024-07-14T01:28:51.527677,51.48
2024-07-14T01:28:51.565998,51.48
2024-07-14T01:28:52.145907,51.48
2024-07-14T01:28:53.036409,51.48
2024-07-14T01:28:53.120355,51.48
2024-07-14T01:28:53.648924,51.48
2024-07-14T01:28:54.568889,51.48
2024-07-14T01:28:54.639029,51.48
2024-07-14T01:28:55.073232,51.48
2024-07-14T01:28:56.071088,51.48
2024-07-14T01:28:56.166942,51.48
2024-07-14T01:28:56.492683,51.48
2024-07-14T01:28:57.713807,51.48
2024-07-14T01:28:57.771438,51.48
2024-07-14T01:28:58.025805,51.48
2024-07-14T01:28:59.372678,51.49
2024-07-14T01:28:59.424788,51.49
2024-07-14T01:28:59.634659,51.49
2024-07-14T01:29:00.999944,51.49
2024-07-14T01:29:01.081313,51.49
2024-07-14T01:29:01.235897,51.49
2024-07-14T01:29:02.611572,51.49
2024-07-14T01:29:02.655053,51.49
2024-07-14T01:29:02.768627,51.49
2024-07-14T01:29:04.257483,51.49
2024-07-14T01:29:04.262587,51.49
2024-07-14T01:29:04.352960,51.49
2024-07-14T01:29:06.043001,51.49
2024-07-14T01:29:06.061948,51.49
2024-07-14T01:29:06.094430,51.49
2024-07-14T01:29:07.737761,51.49
2024-07-14T01:29:07.768912,51.49
2024-07-14T01:29:07.829497,51.49
2024-07-14T01:29:09.377167,51.49
2024-07-14T01:29:09.432403,51.49
2024-07-14T01:29:09.433833,51.49
2024-07-14T01:29:10.992395,51.49
2024-07-14T01:29:11.027801,51.49
2024-07-14T01:29:11.091806,51.49
2024-07-14T01:29:12.629805,51.49
2024-07-14T01:29:12.655617,51.49
2024-07-14T01:29:12.701980,51.49
2024-07-14T01:29:14.291211,51.49
2024-07-14T01:29:14.320558,51.49
2024-07-14T01:29:14.330976,51.49
2024-07-14T01:29:16.071901,51.49
2024-07-14T01:29:16.113409,51.49
2024-07-14T01:29:16.135239,51.49
2024-07-14T01:29:17.734059,51.49
2024-07-14T01:29:17.799075,51.49
2024-07-14T01:29:17.806212,51.49
2024-07-14T01:29:19.534459,51.49
2024-07-14T01:29:19.572239,51.49
2024-07-14T01:29:19.595599,51.49
2024-07-14T01:29:21.222861,51.49
2024-07-14T01:29:21.286881,51.49
2024-07-14T01:29:21.288668,51.49
2024-07-14T01:29:22.913524,51.49
2024-07-14T01:29:23.015559,51.49
2024-07-14T01:29:23.041286,51.49
2024-07-14T01:29:24.737320,51.49
2024-07-14T01:29:24.761217,51.49
2024-07-14T01:29:24.793918,51.49
2024-07-14T01:29:26.555047,51.49
2024-07-14T01:29:26.605977,51.49
2024-07-14T01:29:26.608768,51.49
2024-07-14T01:29:28.229177,51.49
2024-07-14T01:29:28.267088,51.49
2024-07-14T01:29:28.292939,51.49
2024-07-14T01:29:29.944897,51.49
2024-07-14T01:29:29.962740,51.49
2024-07-14T01:29:29.995845,51.49
2024-07-14T01:29:31.690319,51.49
2024-07-14T01:29:31.738753,51.49
2024-07-14T01:29:31.748201,51.49
2024-07-14T01:29:33.409972,51.49
2024-07-14T01:29:33.431905,51.49
2024-07-14T01:29:33.461726,51.49
2024-07-14T01:29:35.073377,51.49
2024-07-14T01:29:35.101117,51.49
2024-07-14T01:29:35.125788,51.49
2024-07-14T01:29:36.889953,51.49
2024-07-14T01:29:36.934906,51.49
2024-07-14T01:29:36.951650,51.49
2024-07-14T01:29:38.633354,51.49
2024-07-14T01:29:38.678733,51.49
2024-07-14T01:29:38.706097,51.49
2024-07-14T01:29:40.400714,51.49
2024-07-14T01:29:40.435255,51.49
2024-07-14T01:29:40.454303,51.49
2024-07-14T01:29:42.110600,51.49
2024-07-14T01:29:42.126469,51.49
2024-07-14T01:29:42.146243,51.49
2024-07-14T01:29:43.845111,51.49
2024-07-14T01:29:43.857775,51.49
2024-07-14T01:29:43.865846,51.49
2024-07-14T01:29:45.425312,51.49
2024-07-14T01:29:45.469033,51.49
2024-07-14T01:29:45.480983,51.49
2024-07-14T01:29:47.056670,51.49
2024-07-14T01:29:47.096619,51.49
2024-07-14T01:29:47.159004,51.49
2024-07-14T01:29:48.688084,51.49
2024-07-14T01:29:48.770594,51.49
2024-07-14T01:29:48.826808,51.49
2024-07-14T01:29:50.356744,51.5
2024-07-14T01:29:50.423504,51.5
2024-07-14T01:29:50.459801,51.5
2024-07-14T01:29:52.026609,51.5
2024-07-14T01:29:52.188866,51.5
2024-07-14T01:29:52.202399,51.5
2024-07-14T01:29:53.618430,51.5
2024-07-14T01:29:53.813675,51.5
2024-07-14T01:29:53.840545,51.5
2024-07-14T01:29:55.316517,51.5
2024-07-14T01:29:55.434478,51.5
2024-07-14T01:29:55.469558,51.5
2024-07-14T01:29:57.149392,51.5
2024-07-14T01:29:57.154437,51.5
2024-07-14T01:29:57.178355,51.5
2024-07-14T01:29:58.857581,51.5
2024-07-14T01:29:58.862977,51.5
2024-07-14T01:29:58.898183,51.5
2024-07-14T01:30:00.690033,51.5
2024-07-14T01:30:00.695755,51.5
2024-07-14T01:30:00.781662,51.5
2024-07-14T01:30:02.493175,51.5
2024-07-14T01:30:02.494662,51.5
2024-07-14T01:30:02.552755,51.5
2024-07-14T01:30:04.255179,51.5
2024-07-14T01:30:04.284976,51.5
2024-07-14T01:30:04.312659,51.5
2024-07-14T01:30:05.901635,51.51
2024-07-14T01:30:05.931816,51.51
2024-07-14T01:30:05.976594,51.51
2024-07-14T01:30:07.663089,51.51
2024-07-14T01:30:07.690939,51.51
2024-07-14T01:30:07.718736,51.51
2024-07-14T01:30:09.381545,51.5
2024-07-14T01:30:09.401490,51.5
2024-07-14T01:30:09.428189,51.5
2024-07-14T01:30:11.190637,51.5
2024-07-14T01:30:11.222362,51.5
2024-07-14T01:30:11.247717,51.5
2024-07-14T01:30:12.905918,51.5
2024-07-14T01:30:12.914672,51.5
2024-07-14T01:30:12.937442,51.5
2024-07-14T01:30:14.689347,51.5
2024-07-14T01:30:14.732406,51.5
2024-07-14T01:30:14.741374,51.5
2024-07-14T01:30:16.446181,51.5
2024-07-14T01:30:16.464146,51.5
2024-07-14T01:30:16.472607,51.5
2024-07-14T01:30:18.129569,51.49
2024-07-14T01:30:18.204897,51.49
2024-07-14T01:30:18.235007,51.49
2024-07-14T01:30:19.753633,51.49
2024-07-14T01:30:19.867722,51.49
2024-07-14T01:30:19.901220,51.49
2024-07-14T01:30:21.488528,51.5
2024-07-14T01:30:21.627715,51.5
2024-07-14T01:30:21.636847,51.5
2024-07-14T01:30:23.219703,51.5
2024-07-14T01:30:23.383994,51.5
2024-07-14T01:30:23.415676,51.5
2024-07-14T01:30:24.845233,51.49
2024-07-14T01:30:25.096909,51.5
2024-07-14T01:30:25.113072,51.5
2024-07-14T01:30:26.392447,51.5
2024-07-14T01:30:26.693469,51.5
2024-07-14T01:30:26.721960,51.5
2024-07-14T01:30:27.992350,51.5
2024-07-14T01:30:28.295847,51.5
2024-07-14T01:30:28.312621,51.5
2024-07-14T01:30:29.472339,51.5
2024-07-14T01:30:29.901521,51.5
2024-07-14T01:30:29.915138,51.5
2024-07-14T01:30:30.916052,51.5
2024-07-14T01:30:31.517892,51.5
2024-07-14T01:30:31.557078,51.5
2024-07-14T01:30:32.456464,51.51
